tutor,country,availability,tutor_category,school_level,school_year,school_type,course_name
857,nl,TRUE,2,Vwo,1,Middelbare school,Wiskunde onderbouw
857,nl,TRUE,2,Vwo,3,Middelbare school,Wiskunde onderbouw
857,nl,TRUE,2,Vmbo,3,Middelbare school,Wiskunde onderbouw
857,nl,TRUE,2,Vwo,2,Middelbare school,Wiskunde onderbouw
876,nl,FALSE,2,Vwo,4,Middelbare school,Natuurkunde
876,nl,FALSE,2,Vwo,6,Middelbare school,Natuurkunde
876,nl,FALSE,2,Vwo,5,Middelbare school,Natuurkunde
876,nl,FALSE,2,Vwo,2,Middelbare school,Spaans
876,nl,FALSE,2,Havo,4,Middelbare school,Spaans
876,nl,FALSE,2,Vmbo,4,Middelbare school,Spaans
876,nl,FALSE,2,Havo,3,Middelbare school,Spaans
876,nl,FALSE,2,Vmbo,2,Middelbare school,Spaans
876,nl,FALSE,2,Havo,2,Middelbare school,Spaans
876,nl,FALSE,2,Vmbo,1,Middelbare school,Spaans
876,nl,FALSE,2,Vmbo,3,Middelbare school,Spaans
876,nl,FALSE,2,Havo,1,Middelbare school,Spaans
876,nl,FALSE,2,Vwo,6,Middelbare school,Spaans
876,nl,FALSE,2,Vwo,4,Middelbare school,Spaans
876,nl,FALSE,2,Vwo,1,Middelbare school,Spaans
876,nl,FALSE,2,Havo,5,Middelbare school,Spaans
876,nl,FALSE,2,Vwo,3,Middelbare school,Spaans
876,nl,FALSE,2,Vwo,5,Middelbare school,Spaans
876,nl,FALSE,2,Vwo,6,Middelbare school,Wiskunde B
890,nl,TRUE,2,Havo,3,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Vwo,4,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Havo,1,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Vwo,3,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Vwo,1,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Havo,5,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Havo,4,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Vwo,2,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Vmbo,3,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Vmbo,1,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Havo,2,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Aardrijkskunde
890,nl,TRUE,2,Vmbo,2,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Vmbo,4,Middelbare school,Aardrijkskunde
890,nl,TRUE,2,Havo,5,Middelbare school,Bedrijfseconomie
890,nl,TRUE,2,Havo,4,Middelbare school,Bedrijfseconomie
890,nl,TRUE,2,Vmbo,3,Middelbare school,Economie
890,nl,TRUE,2,Vwo,4,Middelbare school,Economie
890,nl,TRUE,2,Vmbo,4,Middelbare school,Economie
890,nl,TRUE,2,Vwo,2,Middelbare school,Economie
890,nl,TRUE,2,Havo,5,Middelbare school,Economie
890,nl,TRUE,2,Havo,3,Middelbare school,Economie
890,nl,TRUE,2,Havo,1,Middelbare school,Economie
890,nl,TRUE,2,Vmbo,2,Middelbare school,Economie
890,nl,TRUE,2,Havo,2,Middelbare school,Economie
890,nl,TRUE,2,Vwo,3,Middelbare school,Economie
890,nl,TRUE,2,Vwo,1,Middelbare school,Economie
890,nl,TRUE,2,Havo,4,Middelbare school,Economie
890,nl,TRUE,2,Vmbo,1,Middelbare school,Economie
890,nl,TRUE,2,Vmbo,1,Middelbare school,Engels
890,nl,TRUE,2,Havo,3,Middelbare school,Engels
890,nl,TRUE,2,Vwo,2,Middelbare school,Engels
890,nl,TRUE,2,Vwo,4,Middelbare school,Engels
890,nl,TRUE,2,Havo,4,Middelbare school,Engels
890,nl,TRUE,2,Vwo,3,Middelbare school,Engels
890,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Engels
890,nl,TRUE,2,Vmbo,4,Middelbare school,Engels
890,nl,TRUE,2,Vwo,1,Middelbare school,Engels
890,nl,TRUE,2,Havo,2,Middelbare school,Engels
890,nl,TRUE,2,Vmbo,2,Middelbare school,Engels
890,nl,TRUE,2,Vmbo,3,Middelbare school,Engels
890,nl,TRUE,2,Havo,1,Middelbare school,Engels
890,nl,TRUE,2,Havo,5,Middelbare school,Engels
890,nl,TRUE,2,Havo,5,Middelbare school,Geschiedenis
890,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Geschiedenis
890,nl,TRUE,2,Vmbo,2,Middelbare school,Huiswerkbegeleiding
890,nl,TRUE,2,Havo,3,Middelbare school,Huiswerkbegeleiding
890,nl,TRUE,2,Vmbo,3,Middelbare school,Huiswerkbegeleiding
890,nl,TRUE,2,Vmbo,1,Middelbare school,Huiswerkbegeleiding
890,nl,TRUE,2,Havo,4,Middelbare school,Huiswerkbegeleiding
890,nl,TRUE,2,Vwo,4,Middelbare school,Huiswerkbegeleiding
890,nl,TRUE,2,Havo,2,Middelbare school,Huiswerkbegeleiding
890,nl,TRUE,2,Havo,1,Middelbare school,Huiswerkbegeleiding
890,nl,TRUE,2,Havo,5,Middelbare school,Huiswerkbegeleiding
890,nl,TRUE,2,Vmbo,4,Middelbare school,Huiswerkbegeleiding
890,nl,TRUE,2,Vwo,4,Middelbare school,M&O
890,nl,TRUE,2,Havo,4,Middelbare school,M&O
890,nl,TRUE,2,Havo,5,Middelbare school,M&O
890,nl,TRUE,2,Havo,2,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Vmbo,1,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Havo,4,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Havo,3,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Havo,1,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Vwo,1,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Vmbo,3,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Maatschappijleer
890,nl,TRUE,2,Vmbo,2,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Vmbo,4,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Vwo,2,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Vwo,3,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Vwo,4,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Havo,5,Middelbare school,Maatschappijleer
890,nl,TRUE,2,Vmbo,4,Middelbare school,Rekenen
890,nl,TRUE,2,Havo,1,Middelbare school,Rekenen
890,nl,TRUE,2,Havo,2,Middelbare school,Rekenen
890,nl,TRUE,2,Havo,3,Middelbare school,Rekenen
890,nl,TRUE,2,Vwo,3,Middelbare school,Rekenen
890,nl,TRUE,2,Havo,4,Middelbare school,Rekenen
890,nl,TRUE,2,Vwo,4,Middelbare school,Rekenen
890,nl,TRUE,2,Vmbo,3,Middelbare school,Rekenen
890,nl,TRUE,2,Havo,5,Middelbare school,Rekenen
890,nl,TRUE,2,Vmbo,2,Middelbare school,Rekenen
890,nl,TRUE,2,Vmbo,1,Middelbare school,Rekenen
890,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Rekenen
890,nl,TRUE,2,Vwo,1,Middelbare school,Rekenen
890,nl,TRUE,2,Vwo,2,Middelbare school,Rekenen
890,nl,TRUE,2,Havo,5,Middelbare school,Wiskunde A/C
890,nl,TRUE,2,Havo,4,Middelbare school,Wiskunde A/C
924,nl,TRUE,2,Vwo,3,Middelbare school,Biologie
924,nl,TRUE,2,Havo,3,Middelbare school,Biologie
924,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Biologie
924,nl,TRUE,2,Vmbo,4,Middelbare school,Biologie
924,nl,TRUE,2,Havo,1,Middelbare school,Biologie
924,nl,TRUE,2,Vmbo,3,Middelbare school,Biologie
924,nl,TRUE,2,Vmbo,1,Middelbare school,Biologie
924,nl,TRUE,2,Havo,5,Middelbare school,Biologie
924,nl,TRUE,2,Vwo,4,Middelbare school,Biologie
924,nl,TRUE,2,Vwo,2,Middelbare school,Biologie
924,nl,TRUE,2,Havo,2,Middelbare school,Biologie
924,nl,TRUE,2,Vmbo,2,Middelbare school,Biologie
924,nl,TRUE,2,Vwo,1,Middelbare school,Biologie
924,nl,TRUE,2,Havo,4,Middelbare school,Biologie
924,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Engels
924,nl,TRUE,2,Vwo,2,Middelbare school,Nask
924,nl,TRUE,2,Havo,3,Middelbare school,Nask
924,nl,TRUE,2,Vwo,1,Middelbare school,Nask
924,nl,TRUE,2,Vmbo,3,Middelbare school,Nask
924,nl,TRUE,2,Vwo,3,Middelbare school,Nask
924,nl,TRUE,2,Vmbo,2,Middelbare school,Nask
924,nl,TRUE,2,Vmbo,1,Middelbare school,Nask
924,nl,TRUE,2,Havo,1,Middelbare school,Nask
924,nl,TRUE,2,Havo,2,Middelbare school,Nask
924,nl,TRUE,2,Vmbo,4,Middelbare school,Nask
924,nl,TRUE,2,Vmbo,3,Middelbare school,Rekenen
924,nl,TRUE,2,Vmbo,4,Middelbare school,Rekenen
924,nl,TRUE,2,Havo,1,Middelbare school,Rekenen
924,nl,TRUE,2,Vwo,3,Middelbare school,Rekenen
924,nl,TRUE,2,Havo,2,Middelbare school,Rekenen
924,nl,TRUE,2,Vwo,5,Middelbare school,Rekenen
924,nl,TRUE,2,Havo,5,Middelbare school,Rekenen
924,nl,TRUE,2,Vmbo,1,Middelbare school,Rekenen
924,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Rekenen
924,nl,TRUE,2,Vmbo,2,Middelbare school,Rekenen
924,nl,TRUE,2,Vwo,4,Middelbare school,Rekenen
924,nl,TRUE,2,Vwo,1,Middelbare school,Rekenen
924,nl,TRUE,2,Vwo,6,Middelbare school,Rekenen
924,nl,TRUE,2,Havo,3,Middelbare school,Rekenen
924,nl,TRUE,2,Vwo,2,Middelbare school,Rekenen
924,nl,TRUE,2,Havo,4,Middelbare school,Rekenen
924,nl,TRUE,2,Vwo,5,Middelbare school,Wiskunde A/C
924,nl,TRUE,2,Havo,4,Middelbare school,Wiskunde A/C
924,nl,TRUE,2,Vwo,4,Middelbare school,Wiskunde A/C
924,nl,TRUE,2,Havo,5,Middelbare school,Wiskunde A/C
924,nl,TRUE,2,Vwo,6,Middelbare school,Wiskunde A/C
932,nl,TRUE,2,Vwo,6,Middelbare school,Wiskunde A/C
932,nl,TRUE,2,Vwo,5,Middelbare school,Wiskunde A/C
932,nl,TRUE,2,Havo,5,Middelbare school,Wiskunde A/C
932,nl,TRUE,2,Vwo,4,Middelbare school,Wiskunde A/C
932,nl,TRUE,2,Havo,4,Middelbare school,Wiskunde A/C
932,nl,TRUE,2,Havo,2,Middelbare school,Wiskunde onderbouw
932,nl,TRUE,2,Vmbo,3,Middelbare school,Wiskunde onderbouw
932,nl,TRUE,2,Vmbo,1,Middelbare school,Wiskunde onderbouw
932,nl,TRUE,2,Vwo,3,Middelbare school,Wiskunde onderbouw
932,nl,TRUE,2,Vmbo,4,Middelbare school,Wiskunde onderbouw
932,nl,TRUE,2,Vwo,2,Middelbare school,Wiskunde onderbouw
932,nl,TRUE,2,Havo,1,Middelbare school,Wiskunde onderbouw
932,nl,TRUE,2,Havo,3,Middelbare school,Wiskunde onderbouw
932,nl,TRUE,2,Vmbo,2,Middelbare school,Wiskunde onderbouw
932,nl,TRUE,2,Vwo,1,Middelbare school,Wiskunde onderbouw
968,nl,TRUE,2,Vwo,5,Middelbare school,Biologie
968,nl,TRUE,2,Vwo,2,Middelbare school,Biologie
968,nl,TRUE,2,Vwo,4,Middelbare school,Biologie
968,nl,TRUE,2,Vmbo,4,Middelbare school,Biologie
968,nl,TRUE,2,Vwo,3,Middelbare school,Biologie
968,nl,TRUE,2,Vmbo,2,Middelbare school,Biologie
968,nl,TRUE,2,Havo,5,Middelbare school,Biologie
968,nl,TRUE,2,Vwo,1,Middelbare school,Biologie
968,nl,TRUE,2,Havo,2,Middelbare school,Biologie
968,nl,TRUE,2,Havo,3,Middelbare school,Biologie
968,nl,TRUE,2,Havo,1,Middelbare school,Biologie
968,nl,TRUE,2,Vmbo,1,Middelbare school,Biologie
968,nl,TRUE,2,Vmbo,3,Middelbare school,Biologie
968,nl,TRUE,2,Vwo,6,Middelbare school,Biologie
968,nl,TRUE,2,Havo,4,Middelbare school,Biologie
968,nl,TRUE,2,Vmbo,4,Middelbare school,Nask
968,nl,TRUE,2,Vwo,3,Middelbare school,Nask
968,nl,TRUE,2,Vmbo,3,Middelbare school,Nask
968,nl,TRUE,2,Vwo,2,Middelbare school,Nask
968,nl,TRUE,2,Vmbo,2,Middelbare school,Nask
968,nl,TRUE,2,Havo,3,Middelbare school,Nask
968,nl,TRUE,2,Havo,2,Middelbare school,Nask
968,nl,TRUE,2,Havo,1,Middelbare school,Nask
968,nl,TRUE,2,Vwo,1,Middelbare school,Nask
968,nl,TRUE,2,Vmbo,1,Middelbare school,Nask
968,nl,TRUE,2,Vwo,6,Middelbare school,Scheikunde
968,nl,TRUE,2,Vwo,3,Middelbare school,Scheikunde
968,nl,TRUE,2,Vwo,1,Middelbare school,Scheikunde
968,nl,TRUE,2,Vmbo,3,Middelbare school,Scheikunde
968,nl,TRUE,2,Vwo,2,Middelbare school,Scheikunde
968,nl,TRUE,2,Vwo,4,Middelbare school,Scheikunde
968,nl,TRUE,2,Vwo,5,Middelbare school,Scheikunde
968,nl,TRUE,2,Vmbo,4,Middelbare school,Scheikunde
968,nl,TRUE,2,Vmbo,1,Middelbare school,Scheikunde
968,nl,TRUE,2,Vmbo,2,Middelbare school,Scheikunde
968,nl,TRUE,2,Havo,1,Middelbare school,Scheikunde
968,nl,TRUE,2,Havo,4,Middelbare school,Scheikunde
968,nl,TRUE,2,Havo,5,Middelbare school,Scheikunde
968,nl,TRUE,2,Havo,3,Middelbare school,Scheikunde
968,nl,TRUE,2,Havo,2,Middelbare school,Scheikunde
968,nl,TRUE,2,Vwo,5,Middelbare school,Wiskunde A/C
968,nl,TRUE,2,Havo,5,Middelbare school,Wiskunde A/C
968,nl,TRUE,2,Havo,4,Middelbare school,Wiskunde A/C
968,nl,TRUE,2,Vwo,4,Middelbare school,Wiskunde A/C
968,nl,TRUE,2,Vwo,6,Middelbare school,Wiskunde A/C
968,nl,TRUE,2,Vwo,2,Middelbare school,Wiskunde onderbouw
968,nl,TRUE,2,Vmbo,1,Middelbare school,Wiskunde onderbouw
968,nl,TRUE,2,Vwo,1,Middelbare school,Wiskunde onderbouw
968,nl,TRUE,2,Havo,3,Middelbare school,Wiskunde onderbouw
968,nl,TRUE,2,Vmbo,3,Middelbare school,Wiskunde onderbouw
968,nl,TRUE,2,Havo,1,Middelbare school,Wiskunde onderbouw
968,nl,TRUE,2,Havo,2,Middelbare school,Wiskunde onderbouw
968,nl,TRUE,2,Vmbo,2,Middelbare school,Wiskunde onderbouw
968,nl,TRUE,2,Vwo,3,Middelbare school,Wiskunde onderbouw
968,nl,TRUE,2,Vmbo,4,Middelbare school,Wiskunde onderbouw
1016,nl,TRUE,2,Vmbo,2,Middelbare school,Biologie
1016,nl,TRUE,2,Vmbo,3,Middelbare school,Biologie
1016,nl,TRUE,2,Vwo,1,Middelbare school,Biologie
1016,nl,TRUE,2,Havo,4,Middelbare school,Biologie
1016,nl,TRUE,2,Vmbo,4,Middelbare school,Biologie
1016,nl,TRUE,2,Vwo,3,Middelbare school,Biologie
1016,nl,TRUE,2,Vmbo,1,Middelbare school,Biologie
1016,nl,TRUE,2,Havo,5,Middelbare school,Biologie
1016,nl,TRUE,2,Vwo,2,Middelbare school,Biologie
1016,nl,TRUE,2,Havo,1,Middelbare school,Biologie
1016,nl,TRUE,2,Havo,2,Middelbare school,Biologie
1016,nl,TRUE,2,Havo,3,Middelbare school,Biologie
1016,nl,TRUE,2,Vwo,5,Middelbare school,Engels
1016,nl,TRUE,2,Vmbo,1,Middelbare school,Engels
1016,nl,TRUE,2,Vwo,1,Middelbare school,Engels
1016,nl,TRUE,2,Havo,3,Middelbare school,Engels
1016,nl,TRUE,2,Vmbo,3,Middelbare school,Engels
1016,nl,TRUE,2,Havo,4,Middelbare school,Engels
1016,nl,TRUE,2,Havo,5,Middelbare school,Engels
1016,nl,TRUE,2,Havo,1,Middelbare school,Engels
1016,nl,TRUE,2,Vwo,4,Middelbare school,Engels
1016,nl,TRUE,2,Vwo,6,Middelbare school,Engels
1016,nl,TRUE,2,Havo,2,Middelbare school,Engels
1016,nl,TRUE,2,Vmbo,4,Middelbare school,Engels
1016,nl,TRUE,2,Vwo,2,Middelbare school,Engels
1016,nl,TRUE,2,Vmbo,2,Middelbare school,Engels
1016,nl,TRUE,2,Vwo,3,Middelbare school,Engels
1016,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Engels
1016,nl,TRUE,2,Vwo,4,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Havo,2,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Vmbo,2,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Havo,4,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Vwo,1,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Havo,5,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Vwo,3,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Vmbo,4,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Vwo,6,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Vmbo,1,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Vwo,2,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Vwo,5,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Havo,1,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Havo,3,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Vmbo,3,Middelbare school,Geschiedenis
1016,nl,TRUE,2,Vmbo,4,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Vwo,4,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Vmbo,1,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Vwo,5,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Vwo,6,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Havo,5,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Vmbo,2,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Havo,3,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Vwo,2,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Vwo,3,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Havo,4,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Havo,2,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Vwo,1,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Havo,1,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Vmbo,3,Middelbare school,Huiswerkbegeleiding
1016,nl,TRUE,2,Vwo,1,Middelbare school,Latijn
1016,nl,TRUE,2,Vwo,2,Middelbare school,Latijn
1016,nl,TRUE,2,Vwo,4,Middelbare school,Latijn
1016,nl,TRUE,2,Vwo,5,Middelbare school,Latijn
1016,nl,TRUE,2,Vwo,3,Middelbare school,Latijn
1016,nl,TRUE,2,Vwo,6,Middelbare school,Latijn
1016,nl,TRUE,2,Havo,1,Middelbare school,Nask
1016,nl,TRUE,2,Vmbo,2,Middelbare school,Nask
1016,nl,TRUE,2,Vmbo,1,Middelbare school,Nask
1016,nl,TRUE,2,Havo,2,Middelbare school,Nask
1016,nl,TRUE,2,Vmbo,4,Middelbare school,Nask
1016,nl,TRUE,2,Vmbo,3,Middelbare school,Nask
1016,nl,TRUE,2,Havo,3,Middelbare school,Nask
1016,nl,TRUE,2,Vwo,1,Middelbare school,Nask
1016,nl,TRUE,2,Vwo,2,Middelbare school,Nask
1016,nl,TRUE,2,Vwo,3,Middelbare school,Nask
1016,nl,TRUE,2,Vmbo,3,Middelbare school,Natuurkunde
1016,nl,TRUE,2,Havo,1,Middelbare school,Natuurkunde
1016,nl,TRUE,2,Vmbo,1,Middelbare school,Natuurkunde
1016,nl,TRUE,2,Vmbo,4,Middelbare school,Natuurkunde
1016,nl,TRUE,2,Vwo,2,Middelbare school,Natuurkunde
1016,nl,TRUE,2,Vmbo,2,Middelbare school,Natuurkunde
1016,nl,TRUE,2,Havo,3,Middelbare school,Natuurkunde
1016,nl,TRUE,2,Havo,2,Middelbare school,Natuurkunde
1016,nl,TRUE,2,Vwo,3,Middelbare school,Natuurkunde
1016,nl,TRUE,2,Vwo,1,Middelbare school,Natuurkunde
1016,nl,TRUE,2,Havo,3,Middelbare school,Nederlands
1016,nl,TRUE,2,Havo,1,Middelbare school,Nederlands
1016,nl,TRUE,2,Havo,4,Middelbare school,Nederlands
1016,nl,TRUE,2,Vwo,5,Middelbare school,Nederlands
1016,nl,TRUE,2,Havo,5,Middelbare school,Nederlands
1016,nl,TRUE,2,Vmbo,2,Middelbare school,Nederlands
1016,nl,TRUE,2,Vmbo,4,Middelbare school,Nederlands
1016,nl,TRUE,2,Havo,2,Middelbare school,Nederlands
1016,nl,TRUE,2,Vmbo,3,Middelbare school,Nederlands
1016,nl,TRUE,2,Vwo,1,Middelbare school,Nederlands
1016,nl,TRUE,2,Vwo,2,Middelbare school,Nederlands
1016,nl,TRUE,2,Vmbo,1,Middelbare school,Nederlands
1016,nl,TRUE,2,Vwo,3,Middelbare school,Nederlands
1016,nl,TRUE,2,Vwo,6,Middelbare school,Nederlands
1016,nl,TRUE,2,Vwo,4,Middelbare school,Nederlands
1016,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Rekenen
1016,nl,TRUE,2,Vmbo,3,Middelbare school,Scheikunde
1016,nl,TRUE,2,Vwo,3,Middelbare school,Scheikunde
1016,nl,TRUE,2,Havo,3,Middelbare school,Scheikunde
1016,nl,TRUE,2,Vmbo,4,Middelbare school,Scheikunde
1016,nl,TRUE,2,Havo,2,Middelbare school,Scheikunde
1016,nl,TRUE,2,Vwo,4,Middelbare school,Scheikunde
1016,nl,TRUE,2,Havo,4,Middelbare school,Scheikunde
1016,nl,TRUE,2,Havo,1,Middelbare school,Scheikunde
1016,nl,TRUE,2,Vmbo,2,Middelbare school,Scheikunde
1016,nl,TRUE,2,Vwo,1,Middelbare school,Scheikunde
1016,nl,TRUE,2,Vmbo,1,Middelbare school,Scheikunde
1016,nl,TRUE,2,Vwo,2,Middelbare school,Scheikunde
1016,nl,TRUE,2,Vwo,3,Middelbare school,Wiskunde onderbouw
1016,nl,TRUE,2,Havo,1,Middelbare school,Wiskunde onderbouw
1016,nl,TRUE,2,Vmbo,3,Middelbare school,Wiskunde onderbouw
1016,nl,TRUE,2,Vwo,2,Middelbare school,Wiskunde onderbouw
1016,nl,TRUE,2,Vmbo,2,Middelbare school,Wiskunde onderbouw
1016,nl,TRUE,2,Vwo,1,Middelbare school,Wiskunde onderbouw
1016,nl,TRUE,2,Vmbo,1,Middelbare school,Wiskunde onderbouw
1016,nl,TRUE,2,Havo,3,Middelbare school,Wiskunde onderbouw
1016,nl,TRUE,2,Havo,2,Middelbare school,Wiskunde onderbouw
1016,nl,TRUE,2,Vmbo,4,Middelbare school,Wiskunde onderbouw
1073,nl,TRUE,2,Vwo,5,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Havo,4,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Vwo,4,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Vmbo,3,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Vwo,2,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Vwo,6,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Vwo,1,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Havo,2,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Havo,5,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Vmbo,1,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Havo,3,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Vmbo,2,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Havo,1,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Vwo,3,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Vmbo,4,Middelbare school,Aardrijkskunde
1073,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Aardrijkskunde
1073,nl,TRUE,2,Havo,5,Middelbare school,Duits
1073,nl,TRUE,2,Vwo,6,Middelbare school,Duits
1073,nl,TRUE,2,Vwo,1,Middelbare school,Duits
1073,nl,TRUE,2,Havo,2,Middelbare school,Duits
1073,nl,TRUE,2,Havo,4,Middelbare school,Duits
1073,nl,TRUE,2,Vwo,2,Middelbare school,Duits
1073,nl,TRUE,2,Vmbo,4,Middelbare school,Duits
1073,nl,TRUE,2,Havo,1,Middelbare school,Duits
1073,nl,TRUE,2,Havo,3,Middelbare school,Duits
1073,nl,TRUE,2,Vwo,3,Middelbare school,Duits
1073,nl,TRUE,2,Vwo,5,Middelbare school,Duits
1073,nl,TRUE,2,Vwo,4,Middelbare school,Duits
1073,nl,TRUE,2,Vmbo,2,Middelbare school,Duits
1073,nl,TRUE,2,Vmbo,1,Middelbare school,Duits
1073,nl,TRUE,2,Vmbo,3,Middelbare school,Duits
1073,nl,TRUE,2,Havo,2,Middelbare school,Engels
1073,nl,TRUE,2,Havo,3,Middelbare school,Engels
1073,nl,TRUE,2,Vmbo,1,Middelbare school,Engels
1073,nl,TRUE,2,Havo,1,Middelbare school,Engels
1073,nl,TRUE,2,Vmbo,3,Middelbare school,Engels
1073,nl,TRUE,2,Vwo,6,Middelbare school,Engels
1073,nl,TRUE,2,Havo,4,Middelbare school,Engels
1073,nl,TRUE,2,Vwo,2,Middelbare school,Engels
1073,nl,TRUE,2,Vwo,4,Middelbare school,Engels
1073,nl,TRUE,2,Vmbo,4,Middelbare school,Engels
1073,nl,TRUE,2,Havo,5,Middelbare school,Engels
1073,nl,TRUE,2,Vmbo,2,Middelbare school,Engels
1073,nl,TRUE,2,Vwo,1,Middelbare school,Engels
1073,nl,TRUE,2,Vwo,3,Middelbare school,Engels
1073,nl,TRUE,2,Vwo,5,Middelbare school,Engels
1073,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Engels
1073,nl,TRUE,2,Havo,4,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Groep 1 t/m 8,,Basisschool,Geschiedenis
1073,nl,TRUE,2,Vwo,3,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Vwo,2,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Havo,3,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Vwo,5,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Havo,1,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Havo,2,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Vwo,4,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Havo,5,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Vwo,1,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Vwo,6,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Vmbo,2,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Vmbo,4,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Vmbo,3,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Vmbo,1,Middelbare school,Geschiedenis
1073,nl,TRUE,2,Havo,3,Middelbare school,Maatschappijleer
1073,nl,TRUE,2,Vwo,1,Middelbare school,Maatschappijleer
